176.786;63.4
1278.17;51.8
1198.83;43.5143
928.071;41.5143
191.667;54.6
1236;52.8
1293.05;43.9429
1050.73;41.8
189.44;54.4
1248;52.6
1356.43;44.0857
1055.44;42.6571
185.441;56.4
1252.94;54.8
1384.65;45.5143
1080.5;41.8
